Drainage basin, 3609, TW depth, -25.41, TW lat/lon,  79.5169 ,  18.6943, TW ID, 1.551110e+04, TW name, i
 , , S800 depth, -109.11, S800 lat/lon,  79.5363 ,  18.7669, S800 i/j , 756, 727
Depth, 2007-06, 2007-06, 2007-07, 2007-07, 2007-08, 2007-08, 2007-09, 2007-09, 2008-06, 2008-06, 2008-07, 2008-07, 2008-08, 2008-08, 2008-09, 2008-09, 2009-06, 2009-06, 2009-07, 2009-07, 2009-08, 2009-08, 2009-09, 2009-09, 2010-06, 2010-06, 2010-07, 2010-07, 2010-08, 2010-08, 2010-09, 2010-09, 
--, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, 
-107.31,34.959,0.75797,34.924,1.8775,34.883,2.621,34.805,2.128,34.908,0.39707,34.881,1.2288,34.816,1.5662,34.856,1.6588,34.723,0.65617,34.695,0.69881,34.682,1.3475,34.671,2.101,34.787,0.56437,34.759,1.6706,34.653,3.1614,34.664,2.4849
-102.53,34.959,0.76023,34.921,1.9039,34.881,2.627,34.801,2.1108,34.906,0.39983,34.878,1.2307,34.815,1.5685,34.856,1.6626,34.718,0.69273,34.691,0.71735,34.677,1.3673,34.667,2.1062,34.785,0.5727,34.756,1.7036,34.648,3.2477,34.653,2.5206
-96.704,34.957,0.76763,34.914,1.957,34.873,2.6299,34.793,2.069,34.902,0.40697,34.871,1.2332,34.814,1.5713,34.856,1.6706,34.708,0.74307,34.68,0.7689,34.667,1.408,34.658,2.1188,34.781,0.59413,34.75,1.7788,34.638,3.3866,34.635,2.5777
-90.313,34.954,0.7791,34.904,2.0011,34.865,2.6369,34.784,2.0226,34.897,0.42317,34.862,1.2382,34.812,1.5743,34.856,1.6804,34.699,0.78437,34.668,0.83568,34.656,1.4563,34.65,2.1288,34.775,0.6269,34.743,1.8645,34.631,3.4868,34.618,2.629
-83.688,34.95,0.7896,34.893,2.0251,34.858,2.6402,34.775,1.9848,34.892,0.44063,34.853,1.243,34.811,1.5753,34.856,1.6903,34.691,0.8197,34.655,0.90603,34.645,1.5,34.642,2.1353,34.768,0.65723,34.736,1.9452,34.625,3.5677,34.598,2.6802
-77.06,34.947,0.7969,34.879,2.0414,34.85,2.6266,34.767,1.9464,34.887,0.4519,34.843,1.2422,34.81,1.5764,34.856,1.6986,34.684,0.84757,34.642,0.97652,34.636,1.5429,34.635,2.138,34.759,0.684,34.727,2.0176,34.621,3.6279,34.574,2.7204
-70.585,34.944,0.80193,34.861,2.051,34.841,2.601,34.758,1.9056,34.883,0.45697,34.832,1.2343,34.81,1.5784,34.855,1.7059,34.676,0.87287,34.628,1.0486,34.625,1.5852,34.628,2.1387,34.747,0.7038,34.716,2.0833,34.616,3.6819,34.547,2.7489
-64.363,34.94,0.80433,34.841,2.0529,34.831,2.5715,34.75,1.8637,34.878,0.45857,34.821,1.2197,34.809,1.5808,34.855,1.7122,34.669,0.89417,34.615,1.1249,34.615,1.6289,34.622,2.1387,34.734,0.71547,34.704,2.138,34.612,3.7263,34.521,2.7663
-58.457,34.937,0.80493,34.819,2.051,34.821,2.541,34.74,1.8186,34.873,0.45737,34.81,1.2022,34.809,1.5833,34.855,1.7172,34.663,0.91317,34.603,1.1941,34.605,1.6747,34.616,2.1368,34.72,0.7182,34.691,2.1793,34.607,3.7646,34.495,2.7789
-52.904,34.932,0.804,34.796,2.0474,34.811,2.5067,34.732,1.7743,34.868,0.45663,34.799,1.1824,34.809,1.5849,34.855,1.7213,34.657,0.92973,34.592,1.2602,34.594,1.7231,34.61,2.1344,34.704,0.71157,34.676,2.2183,34.603,3.7963,34.471,2.7914
-47.718,34.928,0.80217,34.772,2.0419,34.8,2.4717,34.723,1.7329,34.865,0.4569,34.789,1.1624,34.809,1.5853,34.855,1.7241,34.651,0.94513,34.581,1.3221,34.585,1.7741,34.606,2.1318,34.686,0.69743,34.662,2.2557,34.599,3.8217,34.447,2.8041
