Drainage basin, 1798, TW depth, -59.61, TW lat/lon,  77.2083 ,  14.7063, TW ID, 15515, TW name, a
 , , S800 depth, -73.21, S800 lat/lon,  77.1100 ,  14.8332, S800 i/j , 534, 475
Depth, 2007-06, 2007-06, 2007-07, 2007-07, 2007-08, 2007-08, 2007-09, 2007-09, 2008-06, 2008-06, 2008-07, 2008-07, 2008-08, 2008-08, 2008-09, 2008-09, 2009-06, 2009-06, 2009-07, 2009-07, 2009-08, 2009-08, 2009-09, 2009-09, 2010-06, 2010-06, 2010-07, 2010-07, 2010-08, 2010-08, 2010-09, 2010-09, 
--, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, 
-72.009,34.854,3.2372,34.897,4.1441,34.851,4.5272,34.744,4.0282,34.798,1.8698,34.774,3.3512,34.874,3.438,34.747,3.679,34.82,2.8968,34.609,3.9347,34.729,4.3624,34.528,3.6056,34.553,2.0862,34.602,3.0172,34.65,3.3348,34.351,3.0299
-68.878,34.841,3.2049,34.882,4.1373,34.843,4.5551,34.736,4.0072,34.792,1.8815,34.752,3.3461,34.859,3.4472,34.739,3.6773,34.817,2.9082,34.581,3.9836,34.708,4.419,34.523,3.5982,34.539,2.0703,34.567,3.0317,34.625,3.3496,34.32,3.0329
-65.099,34.82,3.159,34.859,4.1384,34.832,4.5938,34.726,3.9819,34.785,1.9077,34.723,3.3483,34.834,3.4661,34.724,3.6711,34.811,2.9303,34.551,4.0331,34.681,4.5009,34.517,3.5877,34.52,2.0462,34.523,3.0549,34.592,3.3796,34.283,3.0433
-60.966,34.8,3.114,34.83,4.1241,34.82,4.6326,34.716,3.9621,34.778,1.9444,34.691,3.3517,34.805,3.4905,34.711,3.6675,34.804,2.9588,34.519,4.0794,34.65,4.5843,34.512,3.5812,34.501,2.0232,34.473,3.0728,34.555,3.4119,34.248,3.0553
-56.687,34.779,3.0714,34.796,4.101,34.808,4.6696,34.707,3.9451,34.771,1.9883,34.653,3.3526,34.775,3.5194,34.697,3.6669,34.797,2.9879,34.486,4.1272,34.615,4.6626,34.509,3.5778,34.482,1.9998,34.416,3.079,34.516,3.4398,34.217,3.064
-52.407,34.759,3.0342,34.757,4.075,34.795,4.6871,34.7,3.9324,34.764,2.0319,34.609,3.346,34.744,3.5517,34.684,3.6686,34.791,3.0148,34.455,4.174,34.579,4.7273,34.507,3.5775,34.463,1.9772,34.351,3.0769,34.477,3.4595,34.191,3.0701
-48.222,34.74,3.0025,34.716,4.0485,34.783,4.6925,34.693,3.9215,34.757,2.0742,34.564,3.3311,34.716,3.5828,34.67,3.6709,34.786,3.0401,34.425,4.2109,34.544,4.7757,34.506,3.5788,34.446,1.961,34.282,3.0796,34.437,3.4768,34.171,3.0752
-44.194,34.722,2.9767,34.675,4.021,34.771,4.6939,34.688,3.9117,34.75,2.1149,34.521,3.3068,34.69,3.6066,34.658,3.6733,34.781,3.0647,34.399,4.2349,34.51,4.8085,34.505,3.581,34.43,1.9526,34.217,3.0978,34.399,3.4953,34.155,3.0801
-40.364,34.706,2.9592,34.636,3.9921,34.761,4.6948,34.683,3.9019,34.743,2.1558,34.482,3.2772,34.666,3.623,34.646,3.6749,34.775,3.0893,34.377,4.2563,34.482,4.8335,34.504,3.5833,34.415,1.9485,34.162,3.1224,34.361,3.5155,34.142,3.0854
-36.754,34.692,2.9476,34.598,3.9625,34.751,4.6958,34.679,3.8921,34.736,2.197,34.446,3.2441,34.644,3.636,34.636,3.6741,34.77,3.1146,34.358,4.276,34.459,4.8549,34.504,3.585,34.401,1.9479,34.121,3.1388,34.326,3.5394,34.131,3.0913
