Drainage basin, 4093, TW depth, -89.93, TW lat/lon,  79.7490 ,  19.6729, TW ID, 14901, TW name, n
 , , S800 depth, -118.17, S800 lat/lon,  79.7150 ,  19.8383, S800 i/j , 788, 740
Depth, 2007-06, 2007-06, 2007-07, 2007-07, 2007-08, 2007-08, 2007-09, 2007-09, 2008-06, 2008-06, 2008-07, 2008-07, 2008-08, 2008-08, 2008-09, 2008-09, 2009-06, 2009-06, 2009-07, 2009-07, 2009-08, 2009-08, 2009-09, 2009-09, 2010-06, 2010-06, 2010-07, 2010-07, 2010-08, 2010-08, 2010-09, 2010-09, 
--, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, salt, temp, 
-116.21,34.957,-1.1617,34.875,-0.35803,34.826,0.80097,34.843,1.689,34.959,-1.5219,34.9,-0.28842,34.869,0.50842,34.854,0.9839,34.798,-1.3122,34.656,-0.0093548,34.637,0.44768,34.644,0.91013,34.812,-0.9597,34.718,-0.18565,34.615,0.99784,34.603,2.2379
-111.01,34.956,-1.1497,34.875,-0.33471,34.828,0.84048,34.843,1.7337,34.958,-1.5105,34.899,-0.27603,34.869,0.51887,34.851,1.0104,34.796,-1.3051,34.653,0.011258,34.629,0.51597,34.64,0.9468,34.811,-0.94407,34.715,-0.15848,34.615,1.0145,34.598,2.2952
-104.67,34.954,-1.1198,34.875,-0.24794,34.83,0.92987,34.844,1.7961,34.957,-1.4639,34.899,-0.22474,34.869,0.55735,34.847,1.0479,34.792,-1.2621,34.648,0.063323,34.62,0.59574,34.63,1.0082,34.809,-0.89717,34.711,-0.10942,34.616,1.059,34.592,2.371
-97.705,34.951,-1.0901,34.874,-0.092129,34.83,1.0589,34.844,1.8828,34.955,-1.3967,34.897,-0.13106,34.867,0.64003,34.843,1.08,34.788,-1.1646,34.641,0.14158,34.61,0.69361,34.617,1.0779,34.805,-0.8217,34.704,-0.04229,34.615,1.1635,34.588,2.4768
-90.485,34.947,-1.067,34.87,0.052,34.827,1.1858,34.843,1.9693,34.952,-1.3225,34.895,-0.029516,34.864,0.73435,34.837,1.0909,34.783,-1.0784,34.632,0.22458,34.598,0.80603,34.602,1.1597,34.799,-0.739,34.694,0.041226,34.611,1.2964,34.584,2.5912
-83.261,34.942,-1.0513,34.865,0.17561,34.82,1.2937,34.841,2.039,34.948,-1.2522,34.892,0.065,34.86,0.82784,34.831,1.0883,34.778,-0.9992,34.622,0.309,34.587,0.92135,34.587,1.2527,34.793,-0.6597,34.683,0.13135,34.605,1.4305,34.578,2.6951
-76.205,34.936,-1.043,34.858,0.27545,34.811,1.3785,34.837,2.0895,34.944,-1.1863,34.887,0.1499,34.855,0.9149,34.825,1.0784,34.773,-0.92793,34.613,0.397,34.576,1.0384,34.572,1.3518,34.786,-0.58817,34.672,0.22294,34.598,1.5627,34.569,2.7698
-69.426,34.929,-1.0414,34.847,0.35029,34.798,1.4381,34.832,2.1201,34.938,-1.1218,34.881,0.22252,34.85,0.99103,34.819,1.0622,34.767,-0.86333,34.604,0.4879,34.564,1.1555,34.558,1.4501,34.778,-0.52587,34.661,0.31619,34.59,1.6958,34.557,2.8217
-62.994,34.92,-1.0503,34.831,0.39287,34.783,1.4772,34.826,2.1329,34.931,-1.0622,34.872,0.27803,34.843,1.0534,34.813,1.0426,34.761,-0.80217,34.595,0.57861,34.552,1.2747,34.543,1.5426,34.767,-0.47527,34.648,0.40932,34.579,1.8274,34.542,2.8546
-56.948,34.908,-1.0759,34.808,0.39416,34.764,1.495,34.817,2.1259,34.922,-1.0157,34.859,0.31113,34.835,1.1004,34.807,1.0187,34.753,-0.7478,34.584,0.6649,34.539,1.3915,34.529,1.6224,34.754,-0.43323,34.634,0.49865,34.567,1.9551,34.523,2.8676
